timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1758611448789,387,S1_T1_SignIN-106,200,,S02_PetStore_Dog 2-1,text,true,,4095,631,1,5,https://petstore.octoperf.com/actions/Account.action?signonForm=,387,0,0
1758611449176,373,S1_T1_SignIN-112,200,,S02_PetStore_Dog 2-1,text,true,,4175,906,1,5,https://petstore.octoperf.com/actions/Account.action,373,0,0
1758611449549,343,S1_T1_SignIN-113,200,,S02_PetStore_Dog 2-1,text,true,,4973,631,1,5,https://petstore.octoperf.com/actions/Catalog.action,342,0,0
1758611448789,1113,S05_TC02_Log_In,200,"Number of samples in transaction : 3, number of failing samples : 0",S05_PetStore_Reptiles 5-1,,true,,13245,2168,1,5,null,0,1,0
1758611448789,390,S1_T1_SignIN-106,200,,S05_PetStore_Reptiles 5-1,text,true,,4097,631,1,5,https://petstore.octoperf.com/actions/Account.action?signonForm=,390,0,0
1758611449180,415,S1_T1_SignIN-112,200,,S05_PetStore_Reptiles 5-1,text,true,,4175,906,1,5,https://petstore.octoperf.com/actions/Account.action,415,0,0
1758611449595,308,S1_T1_SignIN-113,200,,S05_PetStore_Reptiles 5-1,text,true,,4973,631,1,5,https://petstore.octoperf.com/actions/Catalog.action,308,0,0
1758611453569,293,S01_T03_Click on Menu,200,"Number of samples in transaction : 1, number of failing samples : 0",S01_PetStore_Birds 1-1,,true,,3666,650,1,5,null,0,0,0
1758611453569,293,S1_T1_Birds-11,200,,S01_PetStore_Birds 1-1,text,true,,3666,650,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=BIRDS,293,0,0
1758611453865,287,S04_TC03_Click on Menu,200,"Number of samples in transaction : 1, number of failing samples : 0",S04_PetStore_Cats 4-1,,true,,3393,649,1,5,null,0,0,0
1758611453832,319,S03_TC03_Click on Menu,200,"Number of samples in transaction : 1, number of failing samples : 0",S03_PetStore_Fish 3-1,,true,,3393,649,1,5,null,0,0,0
1758611453865,287,S1_T1_cat-11,200,,S04_PetStore_Cats 4-1,text,true,,3393,649,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=Cats,287,0,0
1758611453832,319,S1_T1_Fish-11,200,,S03_PetStore_Fish 3-1,text,true,,3393,649,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=Fish,319,0,0
1758611453892,283,S01_T03_Click on Menu,200,"Number of samples in transaction : 1, number of failing samples : 0",S02_PetStore_Dog 2-1,,true,,3393,649,1,5,null,0,0,0
1758611453892,283,S1_T1_Dogs-11,200,,S02_PetStore_Dog 2-1,text,true,,3393,649,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=Dogs,283,0,0
1758611453904,285,S05_TC03_Click on Menu,200,"Number of samples in transaction : 1, number of failing samples : 0",S05_PetStore_Reptiles 5-1,,true,,3393,653,1,5,null,0,2,0
1758611453905,285,S1_T1_Reptiles-11,200,,S05_PetStore_Reptiles 5-1,text,true,,3393,653,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=Reptiles,285,0,0
1758611456865,339,S01_T04_Click on Product ID,200,"Number of samples in transaction : 1, number of failing samples : 0",S01_PetStore_Birds 1-1,,true,,3837,682,1,5,null,0,0,0
1758611456865,339,S1_T1_Product-115,200,,S01_PetStore_Birds 1-1,text,true,,3837,682,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=AV-CB-01,339,0,0
1758611457173,399,S03_TC04_Click on Product ID,200,"Number of samples in transaction : 1, number of failing samples : 0",S03_PetStore_Fish 3-1,,true,,3837,682,1,5,null,0,0,0
1758611457173,399,S1_T1_Product-115,200,,S03_PetStore_Fish 3-1,text,true,,3837,682,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=AV-CB-01,399,0,0
1758611457173,412,S04_TC04_Click on Product ID,200,"Number of samples in transaction : 1, number of failing samples : 0",S04_PetStore_Cats 4-1,,true,,3837,682,1,5,null,0,0,0
1758611457173,412,S1_T1_Product-115,200,,S04_PetStore_Cats 4-1,text,true,,3837,682,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=AV-CB-01,412,0,0
1758611457177,420,S01_T04_Click on Product ID,200,"Number of samples in transaction : 1, number of failing samples : 0",S02_PetStore_Dog 2-1,,true,,3837,682,1,5,null,0,0,0
1758611457177,420,S1_T1_Product-115,200,,S02_PetStore_Dog 2-1,text,true,,3837,682,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=AV-CB-01,420,0,0
1758611457192,407,S05_TC04_Click on Product ID,200,"Number of samples in transaction : 1, number of failing samples : 0",S05_PetStore_Reptiles 5-1,,true,,3837,682,1,5,null,0,0,0
1758611457192,407,S1_T1_Product-115,200,,S05_PetStore_Reptiles 5-1,text,true,,3837,682,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=AV-CB-01,407,0,0
1758611460205,847,S1_T1_SignOut-116,200,,S01_PetStore_Birds 1-1,text,true,,5278,1311,1,5,https://petstore.octoperf.com/actions/Catalog.action,375,0,0
1758611460205,375,S1_T1_SignOut-116-0,302,,S01_PetStore_Birds 1-1,,true,,230,660,1,5,https://petstore.octoperf.com/actions/Account.action?signoff=,375,0,0
1758611460580,472,S1_T1_SignOut-116-1,200,,S01_PetStore_Birds 1-1,text,true,,5048,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,472,0,0
1758611460597,766,S1_T1_SignOut-116,200,,S02_PetStore_Dog 2-1,text,true,,5278,1311,1,5,https://petstore.octoperf.com/actions/Catalog.action,425,0,0
1758611460572,791,S1_T1_SignOut-116,200,,S03_PetStore_Fish 3-1,text,true,,5278,1311,1,5,https://petstore.octoperf.com/actions/Catalog.action,482,0,0
1758611460597,425,S1_T1_SignOut-116-0,302,,S02_PetStore_Dog 2-1,,true,,230,660,1,5,https://petstore.octoperf.com/actions/Account.action?signoff=,425,0,0
1758611461053,310,S1_T1_SignOut-117,200,,S01_PetStore_Birds 1-1,text,true,,4973,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,310,0,0
1758611461022,341,S1_T1_SignOut-116-1,200,,S02_PetStore_Dog 2-1,text,true,,5048,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,341,0,0
1758611460204,1157,S01_T05_Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",S01_PetStore_Birds 1-1,,true,,10251,1962,1,5,null,685,3,0
1758611460586,777,S1_T1_SignOut-116,200,,S04_PetStore_Cats 4-1,text,true,,5278,1311,1,5,https://petstore.octoperf.com/actions/Catalog.action,435,0,0
1758611460586,435,S1_T1_SignOut-116-0,302,,S04_PetStore_Cats 4-1,,true,,230,660,1,5,https://petstore.octoperf.com/actions/Account.action?signoff=,435,0,0
1758611461021,342,S1_T1_SignOut-116-1,200,,S04_PetStore_Cats 4-1,text,true,,5048,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,342,0,0
1758611460572,482,S1_T1_SignOut-116-0,302,,S03_PetStore_Fish 3-1,,true,,230,660,1,5,https://petstore.octoperf.com/actions/Account.action?signoff=,482,0,0
1758611461364,0,Debug Sampler,200,OK,S01_PetStore_Birds 1-1,text,true,,515,0,1,5,null,0,0,0
1758611461054,309,S1_T1_SignOut-116-1,200,,S03_PetStore_Fish 3-1,text,true,,5048,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,309,0,0
1758611460599,786,S1_T1_SignOut-116,200,,S05_PetStore_Reptiles 5-1,text,true,,5278,1311,1,5,https://petstore.octoperf.com/actions/Catalog.action,478,0,0
1758611460599,478,S1_T1_SignOut-116-0,302,,S05_PetStore_Reptiles 5-1,,true,,230,660,1,5,https://petstore.octoperf.com/actions/Account.action?signoff=,478,0,0
1758611461077,308,S1_T1_SignOut-116-1,200,,S05_PetStore_Reptiles 5-1,text,true,,5048,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,308,0,0
1758611461364,408,S1_T1_SignOut-117,200,,S04_PetStore_Cats 4-1,text,true,,4973,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,408,0,0
1758611461364,408,S1_T1_SignOut-117,200,,S03_PetStore_Fish 3-1,text,true,,4973,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,408,0,0
1758611461364,408,S1_T1_SignOut-117,200,,S02_PetStore_Dog 2-1,text,true,,4973,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,408,0,0
1758611461364,407,S01_T01_Jpet_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",S01_PetStore_Birds 1-1,,true,,4973,549,1,5,null,0,1,0
1758611461365,407,S1_T1_Launch-1,200,,S01_PetStore_Birds 1-1,text,true,,4973,549,1,5,https://petstore.octoperf.com/actions/Catalog.action,407,0,0
1758611461386,387,S1_T1_SignOut-117,200,,S05_PetStore_Reptiles 5-1,text,true,,4973,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,387,0,0
1758611460596,1174,S01_T05_Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",S02_PetStore_Dog 2-1,,true,,10251,1962,1,5,null,833,13,0
1758611460599,1173,S05_TC05_Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",S05_PetStore_Reptiles 5-1,,true,,10251,1962,1,5,null,865,10,0
1758611461783,0,Debug Sampler,200,OK,S02_PetStore_Dog 2-1,text,true,,510,0,1,5,null,0,0,0
1758611461783,0,Debug Sampler,200,OK,S05_PetStore_Reptiles 5-1,text,true,,521,0,1,5,null,0,0,0
1758611460571,1199,S03_TC05_Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",S03_PetStore_Fish 3-1,,true,,10251,1962,1,5,null,890,14,0
1758611460586,1185,S04_TC05_Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",S04_PetStore_Cats 4-1,,true,,10251,1962,1,5,null,843,13,0
1758611461784,0,Debug Sampler,200,OK,S03_PetStore_Fish 3-1,text,true,,508,0,1,5,null,0,0,0
1758611461784,0,Debug Sampler,200,OK,S04_PetStore_Cats 4-1,text,true,,522,0,1,5,null,0,0,0
1758611461783,333,S01_T01_Jpet_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",S02_PetStore_Dog 2-1,,true,,4973,549,1,5,null,0,1,0
1758611461785,331,S03_TC01_Jpet_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",S03_PetStore_Fish 3-1,,true,,4973,549,1,5,null,0,1,0
1758611461783,334,S05_TC01_Jpet_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",S05_PetStore_Reptiles 5-1,,true,,4973,549,1,5,null,0,0,0
1758611461786,331,S1_T1_Launch-1,200,,S03_PetStore_Fish 3-1,text,true,,4973,549,1,5,https://petstore.octoperf.com/actions/Catalog.action,331,0,0
1758611461783,334,S1_T1_Launch-1,200,,S05_PetStore_Reptiles 5-1,text,true,,4973,549,1,5,https://petstore.octoperf.com/actions/Catalog.action,334,0,0
1758611461784,333,S1_T1_Launch-1,200,,S02_PetStore_Dog 2-1,text,true,,4973,549,1,5,https://petstore.octoperf.com/actions/Catalog.action,333,0,0
1758611461785,331,S04_TC01_Jpet_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",S04_PetStore_Cats 4-1,,true,,4973,549,1,5,null,0,2,0
1758611461786,331,S1_T1_Launch-1,200,,S04_PetStore_Cats 4-1,text,true,,4973,549,1,5,https://petstore.octoperf.com/actions/Catalog.action,331,0,0
1758611466784,961,S01_T02_Log_In,200,"Number of samples in transaction : 3, number of failing samples : 0",S01_PetStore_Birds 1-1,,true,,13243,2168,1,5,null,0,2,0
1758611466784,324,S1_T1_SignIN-106,200,,S01_PetStore_Birds 1-1,text,true,,4097,631,1,5,https://petstore.octoperf.com/actions/Account.action?signonForm=,324,0,0
1758611467109,329,S1_T1_SignIN-112,200,,S01_PetStore_Birds 1-1,text,true,,4173,906,1,5,https://petstore.octoperf.com/actions/Account.action,329,0,0
1758611467438,308,S1_T1_SignIN-113,200,,S01_PetStore_Birds 1-1,text,true,,4973,631,1,5,https://petstore.octoperf.com/actions/Catalog.action,308,0,0
1758611467129,900,S04_TC02_Log_In,200,"Number of samples in transaction : 3, number of failing samples : 0",S04_PetStore_Cats 4-1,,true,,13241,2160,1,5,null,0,1,0
1758611467129,314,S1_T1_SignIN-106,200,,S04_PetStore_Cats 4-1,text,true,,4095,631,1,5,https://petstore.octoperf.com/actions/Account.action?signonForm=,314,0,0
1758611467444,306,S1_T1_SignIN-112,200,,S04_PetStore_Cats 4-1,text,true,,4173,898,1,5,https://petstore.octoperf.com/actions/Account.action,304,0,0
1758611467750,280,S1_T1_SignIN-113,200,,S04_PetStore_Cats 4-1,text,true,,4973,631,1,5,https://petstore.octoperf.com/actions/Catalog.action,279,0,0
1758611467121,911,S03_TC02_Log_In,200,"Number of samples in transaction : 3, number of failing samples : 0",S03_PetStore_Fish 3-1,,true,,13245,2168,1,5,null,0,0,0
1758611467121,319,S1_T1_SignIN-106,200,,S03_PetStore_Fish 3-1,text,true,,4095,631,1,5,https://petstore.octoperf.com/actions/Account.action?signonForm=,319,0,0
1758611467440,307,S1_T1_SignIN-112,200,,S03_PetStore_Fish 3-1,text,true,,4177,906,1,5,https://petstore.octoperf.com/actions/Account.action,306,0,0
1758611467747,285,S1_T1_SignIN-113,200,,S03_PetStore_Fish 3-1,text,true,,4973,631,1,5,https://petstore.octoperf.com/actions/Catalog.action,284,0,0
1758611467121,985,S05_TC02_Log_In,200,"Number of samples in transaction : 3, number of failing samples : 0",S05_PetStore_Reptiles 5-1,,true,,13245,2156,1,5,null,0,0,0
1758611467121,347,S1_T1_SignIN-106,200,,S05_PetStore_Reptiles 5-1,text,true,,4097,631,1,5,https://petstore.octoperf.com/actions/Account.action?signonForm=,347,0,0
1758611467468,313,S1_T1_SignIN-112,200,,S05_PetStore_Reptiles 5-1,text,true,,4175,894,1,5,https://petstore.octoperf.com/actions/Account.action,313,0,0
1758611467781,325,S1_T1_SignIN-113,200,,S05_PetStore_Reptiles 5-1,text,true,,4973,631,1,5,https://petstore.octoperf.com/actions/Catalog.action,325,0,0
1758611467121,985,S01_T02_Log_In,200,"Number of samples in transaction : 3, number of failing samples : 0",S02_PetStore_Dog 2-1,,true,,13241,2164,1,5,null,0,1,0
1758611467121,345,S1_T1_SignIN-106,200,,S02_PetStore_Dog 2-1,text,true,,4095,631,1,5,https://petstore.octoperf.com/actions/Account.action?signonForm=,345,0,0
1758611467467,308,S1_T1_SignIN-112,200,,S02_PetStore_Dog 2-1,text,true,,4173,902,1,5,https://petstore.octoperf.com/actions/Account.action,308,0,0
1758611467775,332,S1_T1_SignIN-113,200,,S02_PetStore_Dog 2-1,text,true,,4973,631,1,5,https://petstore.octoperf.com/actions/Catalog.action,332,0,0
1758611471749,293,S01_T03_Click on Menu,200,"Number of samples in transaction : 1, number of failing samples : 0",S01_PetStore_Birds 1-1,,true,,3666,650,1,5,null,0,0,0
1758611471749,293,S1_T1_Birds-11,200,,S01_PetStore_Birds 1-1,text,true,,3666,650,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=BIRDS,293,0,0
1758611472031,310,S04_TC03_Click on Menu,200,"Number of samples in transaction : 1, number of failing samples : 0",S04_PetStore_Cats 4-1,,true,,3393,649,1,5,null,0,0,0
1758611472032,309,S03_TC03_Click on Menu,200,"Number of samples in transaction : 1, number of failing samples : 0",S03_PetStore_Fish 3-1,,true,,3393,649,1,5,null,0,0,0
1758611472031,310,S1_T1_cat-11,200,,S04_PetStore_Cats 4-1,text,true,,3393,649,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=Cats,310,0,0
1758611472032,309,S1_T1_Fish-11,200,,S03_PetStore_Fish 3-1,text,true,,3393,649,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=Fish,309,0,0
1758611472107,292,S05_TC03_Click on Menu,200,"Number of samples in transaction : 1, number of failing samples : 0",S05_PetStore_Reptiles 5-1,,true,,3393,653,1,5,null,0,1,0
1758611472108,292,S1_T1_Reptiles-11,200,,S05_PetStore_Reptiles 5-1,text,true,,3393,653,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=Reptiles,292,0,0
1758611472107,294,S01_T03_Click on Menu,200,"Number of samples in transaction : 1, number of failing samples : 0",S02_PetStore_Dog 2-1,,true,,3393,649,1,5,null,0,0,0
1758611472107,294,S1_T1_Dogs-11,200,,S02_PetStore_Dog 2-1,text,true,,3393,649,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=Dogs,294,0,0
1758611475043,311,S01_T04_Click on Product ID,200,"Number of samples in transaction : 1, number of failing samples : 0",S01_PetStore_Birds 1-1,,true,,3837,682,1,5,null,0,0,0
1758611475043,311,S1_T1_Product-115,200,,S01_PetStore_Birds 1-1,text,true,,3837,682,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=AV-CB-01,311,0,0
1758611475343,352,S04_TC04_Click on Product ID,200,"Number of samples in transaction : 1, number of failing samples : 0",S04_PetStore_Cats 4-1,,true,,3837,682,1,5,null,0,1,0
1758611475342,354,S03_TC04_Click on Product ID,200,"Number of samples in transaction : 1, number of failing samples : 0",S03_PetStore_Fish 3-1,,true,,3837,682,1,5,null,0,0,0
1758611475343,352,S1_T1_Product-115,200,,S04_PetStore_Cats 4-1,text,true,,3837,682,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=AV-CB-01,352,0,0
1758611475342,354,S1_T1_Product-115,200,,S03_PetStore_Fish 3-1,text,true,,3837,682,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=AV-CB-01,354,0,0
1758611475402,309,S01_T04_Click on Product ID,200,"Number of samples in transaction : 1, number of failing samples : 0",S02_PetStore_Dog 2-1,,true,,3837,682,1,5,null,0,0,0
1758611475402,309,S1_T1_Product-115,200,,S02_PetStore_Dog 2-1,text,true,,3837,682,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=AV-CB-01,309,0,0
1758611475401,311,S05_TC04_Click on Product ID,200,"Number of samples in transaction : 1, number of failing samples : 0",S05_PetStore_Reptiles 5-1,,true,,3837,682,1,5,null,0,0,0
1758611475401,311,S1_T1_Product-115,200,,S05_PetStore_Reptiles 5-1,text,true,,3837,682,1,5,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=AV-CB-01,311,0,0
1758611478356,617,S1_T1_SignOut-116,200,,S01_PetStore_Birds 1-1,text,true,,5278,1311,1,5,https://petstore.octoperf.com/actions/Catalog.action,309,0,0
1758611478356,309,S1_T1_SignOut-116-0,302,,S01_PetStore_Birds 1-1,,true,,230,660,1,5,https://petstore.octoperf.com/actions/Account.action?signoff=,309,0,0
1758611478665,308,S1_T1_SignOut-116-1,200,,S01_PetStore_Birds 1-1,text,true,,5048,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,308,0,0
1758611478700,582,S1_T1_SignOut-116,200,,S03_PetStore_Fish 3-1,text,true,,5278,1311,1,5,https://petstore.octoperf.com/actions/Catalog.action,281,0,0
1758611478700,281,S1_T1_SignOut-116-0,302,,S03_PetStore_Fish 3-1,,true,,230,660,1,5,https://petstore.octoperf.com/actions/Account.action?signoff=,281,0,0
1758611478981,301,S1_T1_SignOut-116-1,200,,S03_PetStore_Fish 3-1,text,true,,5048,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,301,0,0
1758611478974,308,S1_T1_SignOut-117,200,,S01_PetStore_Birds 1-1,text,true,,4973,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,308,0,0
1758611478355,925,S01_T05_Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",S01_PetStore_Birds 1-1,,true,,10251,1962,1,5,null,617,2,0
1758611479282,1,Debug Sampler,200,OK,S01_PetStore_Birds 1-1,text,true,,515,0,1,5,null,0,0,0
1758611478700,583,S1_T1_SignOut-116,200,,S04_PetStore_Cats 4-1,text,true,,5278,1311,1,5,https://petstore.octoperf.com/actions/Catalog.action,282,0,0
1758611478700,282,S1_T1_SignOut-116-0,302,,S04_PetStore_Cats 4-1,,true,,230,660,1,5,https://petstore.octoperf.com/actions/Account.action?signoff=,282,0,0
1758611478982,301,S1_T1_SignOut-116-1,200,,S04_PetStore_Cats 4-1,text,true,,5048,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,301,0,0
1758611478714,589,S1_T1_SignOut-116,200,,S02_PetStore_Dog 2-1,text,true,,5278,1311,1,5,https://petstore.octoperf.com/actions/Catalog.action,285,0,0
1758611478714,285,S1_T1_SignOut-116-0,302,,S02_PetStore_Dog 2-1,,true,,230,660,1,5,https://petstore.octoperf.com/actions/Account.action?signoff=,285,0,0
1758611478999,304,S1_T1_SignOut-116-1,200,,S02_PetStore_Dog 2-1,text,true,,5048,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,304,0,0
1758611478713,629,S1_T1_SignOut-116,200,,S05_PetStore_Reptiles 5-1,text,true,,5278,1311,1,5,https://petstore.octoperf.com/actions/Catalog.action,313,0,0
1758611478713,313,S1_T1_SignOut-116-0,302,,S05_PetStore_Reptiles 5-1,,true,,230,660,1,5,https://petstore.octoperf.com/actions/Account.action?signoff=,313,0,0
1758611479026,316,S1_T1_SignOut-116-1,200,,S05_PetStore_Reptiles 5-1,text,true,,5048,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,316,0,0
1758611479283,310,S01_T01_Jpet_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",S01_PetStore_Birds 1-1,,true,,4973,549,1,5,null,0,0,0
1758611479283,310,S1_T1_Launch-1,200,,S01_PetStore_Birds 1-1,text,true,,4973,549,1,5,https://petstore.octoperf.com/actions/Catalog.action,304,0,0
1758611479282,315,S1_T1_SignOut-117,200,,S03_PetStore_Fish 3-1,text,true,,4973,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,315,0,0
1758611479283,314,S1_T1_SignOut-117,200,,S04_PetStore_Cats 4-1,text,true,,4973,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,314,0,0
1758611478700,897,S03_TC05_Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",S03_PetStore_Fish 3-1,,true,,10251,1962,1,5,null,596,1,0
1758611478699,897,S04_TC05_Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",S04_PetStore_Cats 4-1,,true,,10251,1962,1,5,null,596,2,0
1758611479598,0,Debug Sampler,200,OK,S03_PetStore_Fish 3-1,text,true,,512,0,1,5,null,0,0,0
1758611479598,0,Debug Sampler,200,OK,S04_PetStore_Cats 4-1,text,true,,528,0,1,5,null,0,0,0
1758611479313,320,S1_T1_SignOut-117,200,,S02_PetStore_Dog 2-1,text,true,,4973,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,320,0,0
1758611478713,909,S01_T05_Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",S02_PetStore_Dog 2-1,,true,,10251,1962,1,5,null,605,11,0
1758611479633,0,Debug Sampler,200,OK,S02_PetStore_Dog 2-1,text,true,,506,0,1,5,null,0,0,0
1758611479343,294,S1_T1_SignOut-117,200,,S05_PetStore_Reptiles 5-1,text,true,,4973,651,1,5,https://petstore.octoperf.com/actions/Catalog.action,294,0,0
1758611478713,923,S05_TC05_Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",S05_PetStore_Reptiles 5-1,,true,,10251,1962,1,5,null,607,2,0
1758611479638,0,Debug Sampler,200,OK,S05_PetStore_Reptiles 5-1,text,true,,530,0,1,5,null,0,0,0
